INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
7842,2017,D43,West Rouge (143),Controlled Drugs and Substances Act,Other,4,4,7644
7843,2014,D42,Morningside Heights (144),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,7645
7844,2022,D13,Oakwood Village (107),Controlled Drugs and Substances Act,Other,4,3,7646
7845,2014,D11,Lambton Baby Point (114),Crimes Against Property,Other,23,5,7647
7846,2017,D32,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-House,68,4,7648
7847,2019,D33,Don Valley Village (47),Crimes Against Property,Theft Under $5000,477,221,7649
7848,2022,D42,L'Amoreaux West (147),Crimes Against the Person,Robbery-Other,9,4,7650
7849,2021,D52,Church-Wellesley (167),Crimes Against the Person,Assault,7,3,7651
7850,2017,D42,Malvern East (146),Crimes Against Property,Theft Over $5000,3,2,7652
7651,2023,D43,Bendale South (157),Crimes Against the Person,Sexual Violation,6,3,7653
7701,2022,D52,Harbourfront-CityPlace (165),Other Criminal Code Violations,Other,35,28,7654
7951,2018,D23,Kingsview Village-The Westway (6),Criminal Code Traffic,Other,4,4,7655
7901,2018,D33,Pleasant View (46),Controlled Drugs and Substances Act,Other,3,3,7656
7851,2015,D43,Woburn North (142),Crimes Against the Person,Assault,143,107,7657
7952,2021,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Sexual Violation,17,9,7658
7652,2017,NSA,Junction-Wallace Emerson (171),Other Criminal Code Violations,Other,1,1,7659
7902,2017,D41,Dorset Park (126),Other Criminal Code Violations,Other,325,241,7660
7752,2022,D53,Leaside-Bennington (56),Crimes Against the Person,Other,8,4,7661
7602,2018,D33,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Break & Enter-House,13,1,7662
7953,2015,D23,Edenbridge-Humber Valley (9),Crimes Against the Person,Sexual Violation,2,1,7663
7702,2015,D41,Dorset Park (126),Crimes Against Property,Fraud,87,20,7664
7852,2014,D32,Bathurst Manor (34),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,7665
7653,2018,D43,Bendale-Glen Andrew (156),Crimes Against the Person,Assault,128,75,7666
7903,2016,D55,North Riverdale (68),Crimes Against the Person,Sexual Violation,12,6,7667
7753,2017,D22,Humber Bay Shores (161),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,7668
7603,2022,D22,Markland Wood (12),Crimes Against Property,Auto Theft,31,2,7669
7954,2017,D22,Etobicoke West Mall (13),Crimes Against Property,Theft Over $5000,4,1,7670
7703,2015,D12,Weston (113),Crimes Against the Person,Robbery-Other,36,19,7671
7853,2015,D41,Dorset Park (126),Crimes Against Property,Break & Enter-Commercial,26,1,7672
7654,2017,D33,St.Andrew-Windfields (40),Other Federal Statute Violations,Other,1,1,7673
7904,2022,D22,Markland Wood (12),Crimes Against the Person,Sexual Violation,4,2,7674
7754,2017,D42,Tam O'Shanter-Sullivan (118),Crimes Against the Person,Robbery-Other,24,7,7675
7604,2014,D22,New Toronto (18),Other Criminal Code Violations,Other,37,36,7676
7955,2015,D55,South Riverdale (70),Other Federal Statute Violations,Other,4,4,7677
7704,2022,D55,Playter Estates-Danforth (67),Crimes Against the Person,Robbery-Other,6,5,7678
7854,2014,D33,St.Andrew-Windfields (40),Crimes Against the Person,Sexual Violation,4,3,7679
7655,2022,D52,Yonge-Bay Corridor (170),Criminal Code Traffic,Other,25,20,7680
7905,2015,D33,St.Andrew-Windfields (40),Crimes Against Property,Break & Enter-Commercial,6,2,7681
7755,2016,D32,York University Heights (27),Crimes Against the Person,Robbery-Other,2,1,7682
7605,2020,D32,Newtonbrook West (36),Crimes Against the Person,Sexual Violation,18,9,7683
7956,2016,D42,Malvern West (145),Crimes Against Property,Other,67,22,7684
7705,2015,D11,Runnymede-Bloor West Village (89),Crimes Against Property,Break & Enter-Apartment,1,1,7685
7855,2022,D55,Clairlea-Birchmount (120),Criminal Code Traffic,Other,1,1,7686
7856,2014,D32,Yorkdale-Glen Park (31),Controlled Drugs and Substances Act,Other,30,29,7687
7857,2016,D43,Woburn North (142),Crimes Against Property,Theft Under $5000,180,43,7688
7858,2017,D14,NSA,Other Criminal Code Violations,Other,15,15,7689
7859,2016,D32,Avondale (153),Crimes Against the Person,Assault,41,30,7690
7860,2023,D43,West Hill (136),Crimes Against the Person,Other,82,48,7691
7861,2020,D43,Woburn North (142),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,18,16,7692
7862,2017,D22,Etobicoke West Mall (13),Other Criminal Code Violations,Other,10,8,7693
7863,2021,D12,Rustic (28),Crimes Against Property,Break & Enter-Apartment,1,1,7694
7864,2018,D55,Greenwood-Coxwell (65),Controlled Drugs and Substances Act,Other,24,21,7695
7865,2017,D14,Little Portugal (84),Crimes Against Property,Auto Theft,13,5,7696
7866,2018,D43,Golfdale-Cedarbrae-Woburn (141),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,46,42,7697
7867,2016,D53,Forest Hill South (101),Controlled Drugs and Substances Act,Other,4,4,7698
7868,2023,D55,Greenwood-Coxwell (65),Crimes Against Property,Break & Enter-Apartment,7,4,7699
7869,2014,D32,Yonge-Doris (151),Other Criminal Code Violations,Other,19,17,7700
7870,2021,D41,Bendale South (157),Controlled Drugs and Substances Act,Other,1,1,7701
7871,2015,D41,NSA,Crimes Against Property,Theft Under $5000,3,1,7702
7872,2023,D22,Islington (158),Crimes Against Property,Other,101,19,7703
7873,2019,D32,Bathurst Manor (34),Crimes Against Property,Fraud,40,3,7704
7874,2014,D55,East End-Danforth (62),Crimes Against Property,Break & Enter-Apartment,24,7,7705
7875,2016,D41,Ionview (125),Crimes Against Property,Theft Under $5000,81,40,7706
7876,2017,D12,Maple Leaf (29),Crimes Against the Person,Sexual Violation,3,2,7707
7877,2018,D55,Taylor-Massey (61),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,7,7708
7878,2015,D14,Annex (95),Crimes Against Property,Break & Enter-Commercial,14,5,7709
7879,2017,D11,Weston-Pelham Park (91),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,7710
7880,2016,D33,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,7,7,7711
7881,2019,D52,Downtown Yonge East (168),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,15,7712
7882,2020,D11,High Park-Swansea (87),Crimes Against the Person,Assault,64,34,7713
7883,2021,D23,NSA,Controlled Drugs and Substances Act,Other,1,1,7714
7884,2022,D41,Birchcliffe-Cliffside (122),Crimes Against the Person,Assault,139,90,7715
7885,2015,D53,Casa Loma (96),Crimes Against the Person,Sexual Violation,2,1,7716
7886,2016,D43,Clairlea-Birchmount (120),Crimes Against the Person,Assault,1,1,7717
7887,2018,D43,West Rouge (143),Crimes Against Property,Break & Enter-House,15,2,7718
7888,2022,D32,Yorkdale-Glen Park (31),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,15,7719
7889,2020,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Sexual Violation,10,6,7720
7890,2017,D52,Bay-Cloverhill (169),Crimes Against Property,Break & Enter-Commercial,28,9,7721
7891,2021,D53,Lawrence Park South (103),Other Federal Statute Violations,Other,1,1,7722
7892,2019,D53,Mount Pleasant East (99),Crimes Against Property,Break & Enter-Commercial,15,5,7723
7893,2023,D31,Downsview (155),Crimes Against Property,Break & Enter-Other,11,4,7724
7894,2019,D41,Oakridge (121),Crimes Against Property,Break & Enter-House,12,5,7725
7895,2016,D41,Bendale South (157),Other Criminal Code Violations,Other,23,22,7726
7896,2016,D23,Thistletown-Beaumond Heights (3),Crimes Against the Person,Sexual Violation,4,3,7727
7897,2019,D53,Annex (95),Other Criminal Code Violations,Other,90,78,7728
7898,2018,D55,Woodbine Corridor (64),Controlled Drugs and Substances Act,Other,5,5,7729
7899,2014,D32,Englemount-Lawrence (32),Crimes Against Property,Break & Enter-House,8,3,7730
7900,2017,D33,NSA,Criminal Code Traffic,Other,5,5,7731
7906,2023,D14,Fort York-Liberty Village (163),Crimes Against Property,Fraud,120,12,7732
7706,2021,D33,Don Valley Village (47),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,7733
7656,2014,D13,Yorkdale-Glen Park (31),Other Federal Statute Violations,Other,2,2,7734
7957,2017,D22,Markland Wood (12),Crimes Against the Person,Robbery-Financial,3,3,7735
7657,2018,D11,Little Portugal (84),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,7736
7756,2018,D13,Corso Italia-Davenport (92),Crimes Against Property,Break & Enter-Other,3,1,7737
7907,2022,D55,East End-Danforth (62),Other Criminal Code Violations,Other,95,72,7738
7958,2019,D14,Kensington-Chinatown (78),Crimes Against the Person,Sexual Violation,15,7,7739
7707,2022,D12,Pelmo Park-Humberlea (23),Crimes Against Property,Other,23,9,7740
7606,2022,D32,Lawrence Park North (105),Crimes Against Property,Break & Enter-Commercial,16,3,7741
7708,2015,D31,Humber Summit (21),Other Criminal Code Violations,Other,29,23,7742
7658,2022,D32,Avondale (153),Criminal Code Traffic,Other,7,7,7743
7757,2015,D33,Henry Farm (53),Controlled Drugs and Substances Act,Other,2,2,7744
7607,2016,D23,Rexdale-Kipling (4),Crimes Against Property,Other,36,12,7745
7908,2014,D32,Bridle Path-Sunnybrook-York Mills (41),Criminal Code Traffic,Other,1,1,7746
7709,2023,D42,Steeles (116),Crimes Against Property,Break & Enter-Other,2,1,7747
7659,2017,D43,West Rouge (143),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,7748
7959,2018,D13,Humewood-Cedarvale (106),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,7749
7758,2021,D52,Kensington-Chinatown (78),Crimes Against Property,Break & Enter-Commercial,15,5,7750
7608,2019,D53,Rosedale-Moore Park (98),Crimes Against the Person,Robbery-Other,17,8,7751
7909,2020,D22,Long Branch (19),Crimes Against Property,Break & Enter-Other,4,1,7752
7710,2015,D42,East L'Amoreaux (148),Crimes Against the Person,Other,37,21,7753
7660,2019,D41,Dorset Park (126),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,20,15,7754
7960,2017,D23,West Humber-Clairville (1),Crimes Against the Person,Sexual Violation,42,26,7755
7759,2023,D52,Wellington Place (164),Crimes Against the Person,Robbery-Other,18,9,7756
7609,2023,D33,Victoria Village (43),Crimes Against Property,Fraud,34,1,7757
7910,2022,D53,Bedford Park-Nortown (39),Other Criminal Code Violations,Other,5,4,7758
7711,2015,D13,South Parkdale (85),Other Criminal Code Violations,Other,1,1,7759
7661,2020,D14,Harbourfront-CityPlace (165),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,11,7760
7961,2015,D55,Playter Estates-Danforth (67),Crimes Against the Person,Robbery-Financial,2,2,7761
7760,2017,D11,Weston-Pelham Park (91),Controlled Drugs and Substances Act,Other,19,17,7762
7610,2019,D22,New Toronto (18),Criminal Code Traffic,Other,9,9,7763
7911,2023,D31,Oakdale-Beverley Heights (154),Crimes Against the Person,Sexual Violation,47,20,7764
7712,2018,D14,West Queen West (162),Crimes Against Property,Fraud,77,24,7765
7662,2017,D31,Black Creek (24),Crimes Against Property,Break & Enter-Commercial,2,1,7766
7962,2021,D32,Bathurst Manor (34),Controlled Drugs and Substances Act,Other,1,1,7767
7761,2015,D43,Bendale South (157),Crimes Against Property,Theft Under $5000,38,7,7768
7611,2020,D12,Mount Dennis (115),Crimes Against Property,Other,63,18,7769
7912,2020,D43,West Hill (136),Crimes Against Property,Break & Enter-Other,13,6,7770
7713,2019,D32,East Willowdale (152),Other Criminal Code Violations,Other,9,9,7771
7663,2018,D32,Lansing-Westgate (38),Crimes Against the Person,Other,24,6,7772
7963,2014,D13,Corso Italia-Davenport (92),Crimes Against Property,Theft Under $5000,102,28,7773
7762,2021,D12,Keelesdale-Eglinton West (110),Other Criminal Code Violations,Other,35,30,7774
7612,2021,D32,Lansing-Westgate (38),Crimes Against Property,Break & Enter-House,9,1,7775
7913,2017,D42,Malvern East (146),Criminal Code Traffic,Other,22,21,7776
7714,2014,D14,University (79),Crimes Against Property,Auto Theft,7,5,7777
7715,2016,D42,East L'Amoreaux (148),Other Federal Statute Violations,Other,3,3,7778
7716,2023,D14,Fort York-Liberty Village (163),Crimes Against the Person,Other,21,13,7779
7717,2020,D43,Eglinton East (138),Crimes Against Property,Fraud,58,8,7780
7718,2017,D43,Centennial Scarborough (133),Crimes Against the Person,Assault,37,29,7781
7719,2016,D13,Humewood-Cedarvale (106),Crimes Against Property,Other,51,21,7782
7720,2017,D32,Newtonbrook West (36),Crimes Against Property,Other,97,23,7783
7721,2021,D14,Annex (95),Crimes Against Property,Break & Enter-Apartment,11,4,7784
7722,2023,D42,Malvern West (145),Crimes Against the Person,Sexual Violation,9,3,7785
7723,2021,D55,East End-Danforth (62),Crimes Against the Person,Robbery-Other,23,13,7786
7724,2017,D41,Bendale South (157),Crimes Against Property,Other,15,6,7787
7725,2014,D55,East End-Danforth (62),Crimes Against Property,Break & Enter-House,38,10,7788
7726,2015,D11,Junction Area (90),Crimes Against Property,Fraud,32,10,7789
7727,2017,D13,Yorkdale-Glen Park (31),Crimes Against the Person,Sexual Violation,6,3,7790
7728,2016,D14,NSA,Crimes Against the Person,Other,2,1,7791
7729,2016,D14,Little Portugal (84),Crimes Against the Person,Assault,77,41,7792
7730,2018,D53,Rosedale-Moore Park (98),Crimes Against Property,Theft Under $5000,1083,336,7793
7731,2021,D41,Ionview (125),Controlled Drugs and Substances Act,Other,5,5,7794
7732,2018,D55,Greenwood-Coxwell (65),Crimes Against the Person,Robbery-Other,19,9,7795
7733,2016,D22,Eringate-Centennial-West Deane (11),Crimes Against Property,Auto Theft,32,2,7796
7734,2018,D11,High Park-Swansea (87),Crimes Against the Person,Sexual Violation,18,9,7797
7735,2016,D43,Cliffcrest (123),Crimes Against the Person,Other,22,14,7798
7736,2023,D32,East Willowdale (152),Controlled Drugs and Substances Act,Other,2,2,7799
7737,2021,D53,Yonge-Eglinton (100),Controlled Drugs and Substances Act,Other,1,1,7800
7738,2015,D42,Milliken (130),Crimes Against the Person,Assault,72,48,7801
7739,2016,D53,Forest Hill North (102),Controlled Drugs and Substances Act,Other,2,2,7802
7740,2020,D12,Rockcliffe-Smythe (111),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,7803
7741,2023,D23,Rexdale-Kipling (4),Controlled Drugs and Substances Act,Other,4,2,7804
7742,2021,D43,Scarborough Village (139),Crimes Against Property,Other,87,22,7805
7743,2020,D41,Ionview (125),Crimes Against the Person,Sexual Violation,20,13,7806
7744,2018,D31,Pelmo Park-Humberlea (23),Crimes Against the Person,Other,10,6,7807
7745,2022,D22,Stonegate-Queensway (16),Crimes Against the Person,Robbery-Other,6,4,7808
7746,2014,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against the Person,Other,40,22,7809
7747,2023,D41,Ionview (125),Crimes Against the Person,Other,21,12,7810
7748,2016,D53,Leaside-Bennington (56),Crimes Against Property,Break & Enter-House,15,4,7811
7749,2017,D43,Scarborough Village (139),Crimes Against the Person,Assault,129,90,7812
7750,2022,D23,Elms-Old Rexdale (5),Crimes Against the Person,Robbery-Financial,3,3,7813
7763,2018,D53,Annex (95),Controlled Drugs and Substances Act,Other,16,16,7814
7664,2014,D22,New Toronto (18),Crimes Against the Person,Sexual Violation,5,3,7815
7914,2017,D12,Rustic (28),Crimes Against Property,Other,32,18,7816
7613,2019,D11,Roncesvalles (86),Crimes Against Property,Break & Enter-House,11,2,7817
7764,2021,D32,Newtonbrook East (50),Crimes Against Property,Break & Enter-Commercial,3,1,7818
7665,2017,D14,University (79),Criminal Code Traffic,Other,5,5,7819
7915,2016,D13,Corso Italia-Davenport (92),Criminal Code Traffic,Other,15,15,7820
7614,2018,NSA,Steeles (116),Criminal Code Traffic,Other,1,1,7821
7615,2019,D52,Bay-Cloverhill (169),Crimes Against the Person,Sexual Violation,25,13,7822
7765,2018,D52,Wellington Place (164),Other Criminal Code Violations,Other,105,101,7823
7616,2017,D32,Newtonbrook West (36),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,7824
7916,2015,D22,Humber Bay Shores (161),Crimes Against Property,Theft Under $5000,70,16,7825
7666,2017,D42,Morningside Heights (144),Crimes Against Property,Other,86,13,7826
7667,2014,D23,Kingsview Village-The Westway (6),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,2,7827
7917,2014,D13,Wychwood (94),Crimes Against the Person,Sexual Violation,11,7,7828
7964,2018,D43,Scarborough Village (139),Crimes Against Property,Break & Enter-House,9,1,7829
7668,2020,D13,Junction-Wallace Emerson (171),Crimes Against the Person,Robbery-Other,2,2,7830
7766,2020,D22,Islington (158),Crimes Against Property,Other,70,12,7831
7918,2015,D51,Moss Park (73),Crimes Against Property,Break & Enter-Other,14,2,7832
7965,2016,D55,The Beaches (63),Controlled Drugs and Substances Act,Other,16,14,7833
7617,2017,D51,Cabbagetown-South St.James Town (71),Crimes Against the Person,Robbery-Financial,1,1,7834
7669,2016,D22,Princess-Rosethorn (10),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,7835
7767,2020,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Break & Enter-Apartment,21,6,7836
7919,2014,D22,Islington (158),Crimes Against the Person,Robbery-Financial,3,3,7837
7966,2021,D51,Downtown Yonge East (168),Other Federal Statute Violations,Other,3,2,7838
7618,2022,D53,NSA,Crimes Against the Person,Assault,6,3,7839
7670,2020,D55,Greenwood-Coxwell (65),Crimes Against Property,Break & Enter-Commercial,16,5,7840
7768,2021,D53,Rosedale-Moore Park (98),Criminal Code Traffic,Other,15,14,7841
7920,2019,D51,Regent Park (72),Crimes Against Property,Break & Enter-Apartment,44,18,7842
7967,2022,D41,Ionview (125),Crimes Against the Person,Sexual Violation,14,11,7843
7619,2015,D41,Dorset Park (126),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,10,7844
7671,2014,NSA,Humbermede (22),Other Criminal Code Violations,Other,1,1,7845
7769,2020,D32,St.Andrew-Windfields (40),Crimes Against Property,Other,16,4,7846
7921,2023,D32,East Willowdale (152),Crimes Against Property,Break & Enter-House,55,6,7847
7968,2014,D13,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-House,11,3,7848
7620,2020,D11,Dufferin Grove (83),Crimes Against Property,Break & Enter-Commercial,15,8,7849
7672,2018,D43,Woburn North (142),Crimes Against the Person,Sexual Violation,25,10,7850
7770,2023,D23,Willowridge-Martingrove-Richview (7),Crimes Against Property,Break & Enter-Commercial,12,4,7851
7922,2019,D51,Regent Park (72),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,10,7852
7969,2019,D43,Cliffcrest (123),Crimes Against Property,Fraud,45,4,7853
7621,2020,D51,Church-Wellesley (167),Crimes Against the Person,Sexual Violation,29,9,7854
7673,2016,D12,Pelmo Park-Humberlea (23),Crimes Against Property,Theft Over $5000,1,1,7855
7771,2022,D22,Alderwood (20),Crimes Against Property,Fraud,36,5,7856
7923,2022,D52,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Theft Over $5000,11,1,7857
7970,2018,D55,Clairlea-Birchmount (120),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,7858
7622,2023,D32,Clanton Park (33),Crimes Against the Person,Assault,105,66,7859
